row_id,energy
94993,1825.899
94994,1712.0385
94995,1622.6433
94996,1572.531
94997,1554.4529
94998,1558.1381
94999,1625.5372
95000,1791.8986
95001,1904.1057
95002,1990.115
95003,2043.169
95004,2151.0413
95005,2220.8574
95006,2378.6514
95007,2464.7715
95008,2529.3801
95009,2553.5105
95010,2561.7454
95011,2529.2583
95012,2504.821
95013,2437.475
95014,2415.6172
95015,2240.7463
95016,2106.6194
95017,1938.7437
95018,1809.8867
95019,1726.2056
95020,1672.7186
95021,1654.6405
95022,1658.3257
95023,1691.0238
95024,1828.8656
95025,1934.8712
95026,2020.8805
95027,2070.404
95028,2187.225
95029,2254.5173
95030,2410.0603
95031,2487.4016
95032,2545.726
95033,2569.8564
95034,2578.0913
95035,2541.1536
95036,2507.2712
95037,2438.2087
95038,2416.3508
95039,2264.0115
95040,2119.9604
95041,1953.1615
95042,1813.7876
95043,1726.0919
95044,1662.0488
95045,1643.9707
95046,1648.8209
95047,1680.1038
95048,1817.9456
95049,1923.9512
95050,2007.6865
95051,2057.21
95052,2174.031
95053,2240.9082
95054,2396.4512
95055,2473.7925
95056,2533.7954
95057,2558.9734
95058,2567.2083
95059,2530.2705
95060,2496.3882
95061,2426.5266
95062,2400.3928
95063,2250.13
95064,2105.8318
95065,1947.6304
95066,1808.2565
95067,1720.5608
95068,1656.5177
95069,1638.4396
95070,1643.3246
95071,1680.5903
95072,1813.2742
95073,1915.8689
95074,2002.8684
95075,2052.3928
95076,2167.8928
95077,2228.7415
95078,2386.7505
95079,2456.4224
95080,2516.4253
95081,2541.6235
95082,2549.356
95083,2512.4868
95084,2478.6045
95085,2418.9944
95086,2392.8606
95087,2239.0193
95088,2095.288
95089,1924.1199
95090,1796.1304
95091,1709.9594
95092,1652.0436
95093,1633.9655
95094,1638.8505
95095,1678.3713
95096,1781.3511
95097,1885.92
95098,1957.34
95099,2005.7223
95100,2119.0444
95101,2214.5789
95102,2380.427
95103,2449.0232
95104,2521.0222
95105,2546.2205
95106,2553.953
95107,2507.6042
95108,2457.8516
95109,2390.7493
95110,2353.8113
95111,2204.6155
95112,2069.126
95113,1890.5293
95114,1751.6268
95115,1672.3668
95116,1605.8878
95117,1582.7421
95118,1584.4984
95119,1580.5782
95120,1581.3008
95121,1613.0116
95122,1728.8108
95123,1797.6913
95124,1925.0474
95125,2015.8346
95126,2174.4414
95127,2239.1157
95128,2298.3677
95129,2322.4485
95130,2336.7566
95131,2326.527
95132,2286.2173
95133,2222.0498
95134,2204.7637
95135,2034.9153
95136,1925.8003
95137,1834.7539
95138,1715.3577
95139,1621.415
95140,1543.6914
95141,1525.6133
95142,1522.8872
95143,1513.6106
95144,1504.5011
95145,1496.1183
95146,1615.4739
95147,1759.4116
95148,1874.7516
95149,1991.7128
95150,2183.4219
95151,2263.537
95152,2303.0496
95153,2336.5405
95154,2369.7827
95155,2356.9014
95156,2350.813
95157,2301.2236
95158,2282.3687
95159,2135.2112
95160,2038.4331
95161,1880.0114
95162,1774.605
95163,1681.8726
95164,1624.5085
95165,1606.4304
95166,1610.4038
95167,1677.38
95168,1839.4967
95169,1942.8607
95170,2027.8109
95171,2106.62
95172,2214.492
95173,2303.609
95174,2463.4204
95175,2543.5352
95176,2592.4424
95177,2616.5732
95178,2624.808
95179,2570.1858
95180,2539.0708
95181,2481.1777
95182,2471.2554
95183,2291.9583
95184,2163.969
95185,1943.7305
95186,1815.0215
95187,1728.003
95188,1667.2644
95189,1649.1863
95190,1653.1597
95191,1692.5646
95192,1838.3275
95193,1925.2185
95194,2008.9539
95195,2043.0219
95196,2165.3684
95197,2232.6938
95198,2381.006
95199,2445.449
95200,2487.177
95201,2503.0557
95202,2510.0813
95203,2483.3103
95204,2444.8826
95205,2385.272
95206,2373.5996
95207,2216.93
95208,2055.8518
95209,1913.5618
95210,1774.6583
95211,1688.6643
95212,1639.7024
95213,1621.6243
95214,1626.5093
95215,1663.312
95216,1818.6458
95217,1912.3287
95218,1991.9481
95219,2021.4567
95220,2139.0334
95221,2196.2712
95222,2343.1738
95223,2403.515
95224,2437.596
95225,2454.5222
95226,2461.5479
95227,2442.4243
95228,2403.996
95229,2344.386
95230,2332.7136
95231,2177.6772
95232,2014.548
95233,1850.3174
95234,1707.3357
95235,1621.3417
95236,1572.3798
95237,1554.3016
95238,1559.1866
95239,1604.5812
95240,1759.9149
95241,1841.16
95242,1923.4945
95243,1951.0303
95244,2056.0862
95245,2110.7844
95246,2247.3513
95247,2312.9214
95248,2347.0024
95249,2366.5479
95250,2373.071
95251,2354.016
95252,2315.588
95253,2255.9778
95254,2248.83
95255,2125.9226
95256,1962.7928
95257,1833.026
95258,1696.6074
95259,1614.0826
95260,1571.248
95261,1553.1699
95262,1558.0549
95263,1598.6058
95264,1724.2355
95265,1815.157
95266,1882.4609
95267,1909.9967
95268,2012.8729
95269,2104.901
95270,2248.709
95271,2313.2039
95272,2359.281
95273,2378.8264
95274,2385.3496
95275,2356.8152
95276,2302.5166
95277,2235.4143
95278,2222.1523
95279,2092.1355
95280,1947.6172
95281,1790.1602
95282,1641.6624
95283,1570.8562
95284,1519.4584
95285,1496.3126
95286,1498.069
95287,1489.9686
95288,1512.4277
95289,1535.6217
95290,1647.3049
95291,1704.3453
95292,1821.2561
95293,1913.9714
95294,2050.3184
95295,2110.8918
95296,2155.3176
95297,2175.2761
95298,2188.375
95299,2184.864
95300,2140.0085
95301,2075.8416
95302,2073.0164
95303,1931.2317
95304,1802.282
95305,1825.0438
95306,1696.0167
95307,1606.9839
95308,1544.3414
95309,1513.9283
95310,1518.4976
95311,1505.0408
95312,1507.9877
95313,1490.6681
95314,1612.5256
95315,1733.7064
95316,1849.8154
95317,1955.3972
95318,2141.407
95319,2214.0413
95320,2242.8726
95321,2272.2415
95322,2304.2742
95323,2327.8044
95324,2311.5994
95325,2262.01
95326,2254.8623
95327,2105.3342
95328,1987.5073
95329,1868.2678
95330,1755.2196
95331,1667.386
95332,1625.1031
95333,1594.6901
95334,1598.6635
95335,1661.4595
95336,1845.3127
95337,1945.603
95338,2033.0548
95339,2081.8708
95340,2184.6484
95341,2262.3862
95342,2416.4983
95343,2489.1328
95344,2527.359
95345,2547.367
95346,2554.3926
95347,2536.1821
95348,2500.5217
95349,2442.6282
95350,2435.4805
95351,2266.9365
95352,2128.7837
95353,1952.5872
95354,1810.4724
95355,1727.552
95356,1681.8945
95357,1651.4814
95358,1655.4548
95359,1699.3563
95360,1854.6901
95361,1953.132
95362,2036.3201
95363,2068.2458
95364,2168.7715
95365,2243.1228
95366,2395.8462
95367,2470.7595
95368,2508.9856
95369,2528.9937
95370,2536.0193
95371,2512.7507
95372,2474.323
95373,2414.7124
95374,2407.5647
95375,2277.5972
95376,2111.0103
95377,1968.0068
95378,1821.3
95379,1736.7903
95380,1686.5277
95381,1656.1146
95382,1662.3623
95383,1706.2638
95384,1861.5975
95385,1960.0394
95386,2045.5004
95387,2085.4197
95388,2205.6172
95389,2279.5535
95390,2448.0737
95391,2522.9866
95392,2561.2126
95393,2582.2688
95394,2589.2944
95395,2566.026
95396,2527.5977
95397,2467.9875
95398,2460.8398
95399,2292.9216
95400,2126.0876
95401,1972.6614
95402,1825.9546
95403,1741.4448
95404,1691.1823
95405,1663.5992
95406,1669.8469
95407,1715.2415
95408,1870.5752
95409,1970.0961
95410,2056.547
95411,2107.9836
95412,2226.86
95413,2297.5537
95414,2462.924
95415,2537.837
95416,2576.063
95417,2595.6084
95418,2602.1316
95419,2578.9316
95420,2540.5034
95421,2480.8933
95422,2473.7456
95423,2307.772
95424,2140.938
95425,1968.3152
95426,1822.6892
95427,1739.7041
95428,1695.5688
95429,1667.9858
95430,1674.5985
95431,1715.1494
95432,1840.779
95433,1942.2742
95434,2013.6941
95435,2045.6217
95436,2162.3198
95437,2270.343
95438,2435.234
95439,2501.3364
95440,2551.5586
95441,2571.1035
95442,2577.6267
95443,2544.9473
95444,2490.6492
95445,2423.5464
95446,2410.2844
95447,2231.8052
95448,2092.8699
95449,1950.3352
95450,1779.1958
95451,1698.2609
95452,1646.863
95453,1614.2124
95454,1618.2512
95455,1610.1509
95456,1632.61
95457,1661.247
95458,1777.0461
95459,1838.4786
95460,1969.2114
95461,2076.836
95462,2229.2263
95463,2295.5925
95464,2344.1633
95465,2364.1218
95466,2363.8633
95467,2356.2073
95468,2311.3518
95469,2247.1846
95470,2241.9792
95471,2079.4438
95472,1951.7092
95473,1797.1522
95474,1648.9596
95475,1562.7277
95476,1500.8943
95477,1470.4812
95478,1458.7097
95479,1458.8846
95480,1461.8315
95481,1444.5118
95482,1568.6436
95483,1689.8243
95484,1805.9331
95485,1916.0939
95486,2125.8735
95487,2198.5085
95488,2227.3398
95489,2256.7085
95490,2288.7415
95491,2312.1074
95492,2296.2234
95493,2246.634
95494,2235.994
95495,2065.172
95496,1923.1761
95497,1844.8779
95498,1717.8301
95499,1641.7168
95500,1598.9424
95501,1568.5293
95502,1578.2148
95503,1641.0109
95504,1824.8641
95505,1925.1544
95506,2014.8805
95507,2063.6982
95508,2166.4758
95509,2248.7925
95510,2417.4473
95511,2509.5125
95512,2547.7385
95513,2571.2375
95514,2584.2122
95515,2569.3274
95516,2539.3076
95517,2480.44
95518,2473.726
95519,2268.5403
95520,2113.1926
95521,1975.788
95522,1833.6732
95523,1751.675
95524,1705.526
95525,1675.1129
95526,1684.7985
95527,1728.7
95528,1884.0337
95529,1982.4756
95530,2067.9373
95531,2099.865
95532,2220.0625
95533,2308.3772
95534,2475.0076
95535,2569.351
95536,2607.5771
95537,2630.5857
95538,2643.5603
95539,2623.6174
95540,2587.574
95541,2526.9893
95542,2520.2754
95543,2317.2905
95544,2150.7036
95545,1995.3912
95546,1848.6844
95547,1764.8546
95548,1715.4011
95549,1684.988
95550,1694.3553
95551,1738.2568
95552,1893.5906
95553,1992.0326
95554,2077.4946
95555,2109.4224
95556,2229.6199
95557,2317.5195
95558,2484.1497
95559,2578.4932
95560,2616.7192
95561,2645.2925
95562,2658.267
95563,2638.3242
95564,2602.2808
95565,2541.696
95566,2534.9822
95567,2324.998
95568,2158.164
95569,1990.8784
95570,1844.1716
95571,1760.7762
95572,1711.3228
95573,1683.7397
95574,1692.0886
95575,1737.4832
95576,1892.8169
95577,1992.3379
95578,2078.791
95579,2110.7188
95580,2231.4536
95581,2314.2205
95582,2479.5908
95583,2573.9343
95584,2612.1604
95585,2639.7139
95586,2652.186
95587,2632.3118
95588,2596.2683
95589,2535.6836
95590,2528.9697
95591,2320.4392
95592,2153.6052
95593,1987.4454
95594,1836.1912
95595,1752.6646
95596,1705.1621
95597,1677.5791
95598,1685.928
95599,1722.431
95600,1848.0607
95601,1949.5558
95602,2020.1547
95603,2052.085
95604,2170.6414
95605,2290.7373
95606,2460.4343
95607,2553.7026
95608,2603.9248
95609,2631.4783
95610,2643.9504
95611,2614.5967
95612,2561.2964
95613,2491.1294
95614,2476.989
95615,2268.3225
95616,2127.1562
95617,1976.479
95618,1799.7112
95619,1717.1204
95620,1662.3553
95621,1629.7047
95622,1634.2078
95623,1622.0596
95624,1644.5187
95625,1673.1556
95626,1788.6125
95627,1850.045
95628,1980.7778
95629,2100.4768
