row_id,energy
94993,1793.9117
94994,1696.231
94995,1619.9897
94996,1575.1691
94997,1562.1935
94998,1555.4738
94999,1585.7817
95000,1755.9386
95001,1858.5126
95002,1980.4606
95003,2026.4987
95004,2132.7976
95005,2199.04
95006,2361.5244
95007,2454.8196
95008,2475.321
95009,2484.6619
95010,2486.6895
95011,2491.2715
95012,2491.9211
95013,2424.4211
95014,2424.2031
95015,2260.5308
95016,2124.756
95017,1928.8204
95018,1828.2195
95019,1728.067
95020,1682.5673
95021,1669.5917
95022,1662.872
95023,1681.332
95024,1821.4214
95025,1917.8154
95026,2035.9028
95027,2074.806
95028,2182.486
95029,2254.6755
95030,2421.667
95031,2522.9373
95032,2543.4387
95033,2549.166
95034,2554.2698
95035,2549.2349
95036,2530.8337
95037,2454.6113
95038,2454.3933
95039,2296.9226
95040,2167.4673
95041,1935.96
95042,1839.16
95043,1736.2946
95044,1686.0692
95045,1673.0936
95046,1665.8542
95047,1684.3143
95048,1826.6182
95049,1923.0122
95050,2041.0992
95051,2080.0027
95052,2187.6829
95053,2259.8723
95054,2426.8638
95055,2528.134
95056,2548.6355
95057,2554.3628
95058,2559.4666
95059,2554.4316
95060,2536.0305
95061,2459.808
95062,2459.59
95063,2297.6423
95064,2166.7893
95065,1935.96
95066,1839.16
95067,1736.2946
95068,1686.0692
95069,1673.0936
95070,1665.8542
95071,1684.3143
95072,1826.6182
95073,1923.0122
95074,2041.0992
95075,2080.0027
95076,2187.6829
95077,2259.0522
95078,2426.8638
95079,2528.134
95080,2548.6355
95081,2554.3628
95082,2559.4666
95083,2554.4316
95084,2536.0305
95085,2459.808
95086,2459.59
95087,2295.5518
95088,2162.0544
95089,1915.7073
95090,1827.088
95091,1724.2225
95092,1673.9972
95093,1661.0216
95094,1656.7404
95095,1677.926
95096,1808.6979
95097,1908.7892
95098,1999.9702
95099,2024.3047
95100,2136.7644
95101,2218.5708
95102,2384.5337
95103,2492.248
95104,2511.79
95105,2514.7383
95106,2519.842
95107,2494.5967
95108,2462.6082
95109,2389.4885
95110,2389.2705
95111,2230.2595
95112,2121.1606
95113,1881.0757
95114,1780.0828
95115,1668.7747
95116,1615.5613
95117,1594.098
95118,1582.9395
95119,1551.964
95120,1585.0332
95121,1654.806
95122,1754.9209
95123,1802.6738
95124,1915.133
95125,1989.3882
95126,2167.6064
95127,2265.021
95128,2273.095
95129,2278.8223
95130,2283.926
95131,2281.6016
95132,2272.2493
95133,2199.1296
95134,2198.9116
95135,2044.7628
95136,1974.8306
95137,1836.0651
95138,1742.7465
95139,1601.5216
95140,1551.7634
95141,1538.7877
95142,1524.1753
95143,1486.557
95144,1482.3954
95145,1516.5516
95146,1647.1245
95147,1774.5503
95148,1880.8485
95149,1964.6898
95150,2153.9065
95151,2266.8818
95152,2275.9153
95153,2300.913
95154,2330.4473
95155,2360.973
95156,2342.3237
95157,2278.016
