row_id,energy
94993,1523.7866
94994,1471.2764
94995,1171.5679
94996,1171.5679
94997,1131.87
94998,1093.1232
94999,1207.5028
95000,1413.4319
95001,1517.6455
95002,1590.1742
95003,1629.2893
95004,1779.243
95005,1854.2659
95006,1985.0159
95007,2234.1655
95008,2218.917
95009,2438.7202
95010,2435.7817
95011,2281.999
95012,2281.999
95013,2191.6313
95014,2075.363
95015,2046.0725
95016,1842.6877
95017,1803.7207
95018,1707.7583
95019,1596.7942
95020,1510.1766
95021,1506.9796
95022,1461.6077
95023,1575.9874
95024,1781.9165
95025,1886.1301
95026,1920.1666
95027,1957.2554
95028,2107.2097
95029,2182.2324
95030,2312.9832
95031,2550.585
95032,2599.2375
95033,2819.0398
95034,2831.9568
95035,2639.9753
95036,2639.9753
95037,2549.607
95038,2433.339
95039,2380.6636
95040,2177.2793
95041,1710.554
95042,1614.5916
95043,1503.6274
95044,1417.0099
95045,1417.0099
95046,1371.638
95047,1486.0177
95048,1691.9468
95049,1796.1604
95050,1830.1969
95051,1867.2856
95052,2017.2394
95053,2092.2627
95054,2223.0132
95055,2460.615
95056,2509.2676
95057,2729.0698
95058,2741.9868
95059,2550.0054
95060,2550.0054
95061,2408.4744
95062,2292.2063
95063,2239.5315
95064,2036.1471
95065,1635.0667
95066,1539.1042
95067,1468.9155
95068,1382.298
95069,1382.298
95070,1336.926
95071,1451.3058
95072,1657.2349
95073,1761.4484
95074,1795.4849
95075,1866.2518
95076,2016.2058
95077,2091.2292
95078,2188.3015
95079,2423.024
95080,2471.6765
95081,2691.479
95082,2704.396
95083,2512.4146
95084,2512.4146
95085,2370.8835
95086,2254.6155
95087,2204.8198
95088,2001.4348
95089,1559.5785
95090,1463.6161
95091,1393.4275
95092,1306.8098
95093,1306.8098
95094,1270.9414
95095,1385.3212
95096,1591.2502
95097,1693.4801
95098,1693.4801
95099,1783.0184
95100,1932.9724
95101,2007.9956
95102,2120.333
95103,2355.0557
95104,2403.7083
95105,2623.5107
95106,2636.4277
95107,2444.446
95108,2444.446
95109,2260.7852
95110,2144.5176
95111,2120.4233
95112,1875.4824
95113,1707.9526
95114,1611.9902
95115,1403.6049
95116,1316.9872
95117,1316.9872
95118,1281.1188
95119,1303.0093
95120,1383.4403
95121,1459.0697
95122,1495.8337
95123,1585.3721
95124,1704.3721
95125,1779.395
95126,1953.529
95127,1965.5675
95128,2014.2207
95129,2234.0237
