row_id,energy
94993,1884.0713
94994,1880.8633
94995,1572.7662
94996,1561.6741
94997,1561.6741
94998,1561.6741
94999,1708.3326
95000,1708.3326
95001,2019.9869
95002,2061.134
95003,2138.6133
95004,2224.7258
95005,2224.7258
95006,2438.2449
95007,2438.2449
95008,2438.2449
95009,2438.2449
95010,2438.2449
95011,2458.2476
95012,2458.2476
95013,2458.2476
95014,2458.2476
95015,2268.287
95016,2159.0112
95017,1986.3042
95018,1904.5896
95019,1596.4926
95020,1585.4004
95021,1585.4004
95022,1585.4004
95023,1732.059
95024,1732.059
95025,2043.7133
95026,2084.8604
95027,2162.3396
95028,2248.4521
95029,2248.4521
95030,2461.9712
95031,2461.9712
95032,2461.9712
95033,2461.9712
95034,2461.9712
95035,2481.9739
95036,2481.9739
95037,2481.9739
95038,2481.9739
95039,2292.0134
95040,2182.7375
95041,1986.3042
95042,1904.5896
95043,1596.4926
95044,1585.4004
95045,1585.4004
95046,1585.4004
95047,1732.059
95048,1732.059
95049,2043.7133
95050,2084.8604
95051,2162.3396
95052,2248.4521
95053,2248.4521
95054,2461.9712
95055,2461.9712
95056,2461.9712
95057,2461.9712
95058,2461.9712
95059,2481.9739
95060,2481.9739
95061,2481.9739
95062,2481.9739
95063,2292.0134
95064,2182.7375
95065,1986.3042
95066,1904.5896
95067,1596.4926
95068,1585.4004
95069,1585.4004
95070,1585.4004
95071,1732.059
95072,1732.059
95073,2043.7133
95074,2084.8604
95075,2162.3396
95076,2248.4521
95077,2248.4521
95078,2461.9712
95079,2461.9712
95080,2461.9712
95081,2461.9712
95082,2461.9712
95083,2481.9739
95084,2481.9739
95085,2481.9739
95086,2481.9739
95087,2292.0134
95088,2182.7375
95089,1998.9806
95090,1917.2662
95091,1609.1691
95092,1598.0769
95093,1598.0769
95094,1598.0769
95095,1744.7355
95096,1876.5826
95097,1971.8297
95098,2012.9767
95099,2090.4558
95100,2245.4211
95101,2213.919
95102,2443.1455
95103,2443.1455
95104,2443.1455
95105,2349.0708
95106,2349.0708
95107,2369.0735
95108,2369.0735
95109,2369.0735
95110,2369.0735
95111,2179.113
95112,2069.8372
95113,1933.5408
95114,1851.8262
95115,1543.7291
95116,1532.637
95117,1532.637
95118,1532.637
95119,1679.2955
95120,1667.2184
95121,1690.4419
95122,1731.589
95123,1878.6288
95124,2033.5936
95125,2033.5936
95126,2121.6975
95127,2121.6975
95128,2121.6975
95129,2121.6975
95130,2121.6975
95131,2141.7002
95132,2141.7002
95133,2141.7002
95134,2141.7002
95135,2092.8623
95136,1983.5867
95137,1941.3174
95138,1859.7258
95139,1551.6287
95140,1540.5365
95141,1540.5365
95142,1540.5365
95143,1556.0188
95144,1603.3525
95145,1577.8629
95146,1619.01
95147,1783.5815
95148,1938.5466
95149,1938.5466
95150,2228.3982
95151,2228.3982
95152,2228.3982
95153,2228.3982
95154,2228.3982
95155,2323.342
95156,2323.342
95157,2323.342
95158,2323.342
95159,2149.0317
95160,2084.855
95161,1945.8113
95162,1942.6035
95163,1634.5063
95164,1623.4142
95165,1623.4142
95166,1623.4142
95167,1770.0728
95168,1901.9199
95169,1997.1669
95170,2038.3141
95171,2115.7932
95172,2270.7583
95173,2270.7583
95174,2499.9849
95175,2499.9849
95176,2499.9849
95177,2499.9849
95178,2499.9849
95179,2519.9875
95180,2519.9875
95181,2519.9875
95182,2519.9875
95183,2330.027
95184,2220.7512
95185,2048.0442
95186,1966.3298
95187,1658.2327
95188,1647.1405
95189,1647.1405
95190,1647.1405
95191,1793.7991
95192,1925.6462
95193,2020.8932
95194,2062.0403
95195,2139.5195
95196,2294.4846
95197,2294.4846
95198,2523.7112
95199,2523.7112
95200,2523.7112
95201,2523.7112
95202,2523.7112
95203,2486.032
95204,2486.032
95205,2486.032
95206,2486.032
95207,2353.7534
95208,2244.4775
95209,2048.0442
95210,1966.3298
95211,1658.2327
95212,1647.1405
95213,1647.1405
95214,1647.1405
95215,1793.7991
95216,1925.6462
95217,2020.8932
95218,2062.0403
95219,2139.5195
95220,2294.4846
95221,2294.4846
95222,2523.7112
95223,2523.7112
95224,2523.7112
95225,2523.7112
95226,2523.7112
95227,2486.032
95228,2486.032
95229,2486.032
95230,2486.032
95231,2353.7534
95232,2244.4775
95233,2048.0442
95234,1966.3298
95235,1658.2327
95236,1647.1405
95237,1647.1405
95238,1647.1405
95239,1793.7991
95240,1925.6462
95241,2020.8932
95242,2062.0403
95243,2139.5195
95244,2294.4846
95245,2294.4846
95246,2523.7112
95247,2523.7112
95248,2523.7112
95249,2523.7112
95250,2523.7112
95251,2486.032
95252,2486.032
95253,2486.032
95254,2486.032
95255,2353.7534
95256,2244.4775
95257,1998.9806
95258,1917.2662
95259,1609.1691
95260,1598.0769
95261,1598.0769
95262,1598.0769
95263,1744.7355
95264,1876.5826
95265,1971.8297
95266,2012.9767
95267,2090.4558
95268,2245.4211
95269,2213.919
95270,2443.1455
95271,2443.1455
95272,2443.1455
95273,2349.0708
95274,2349.0708
95275,2311.3916
95276,2311.3916
95277,2311.3916
95278,2311.3916
95279,2179.113
95280,2069.8372
95281,1933.5408
95282,1851.8262
95283,1543.7291
95284,1532.637
95285,1532.637
95286,1532.637
95287,1679.2955
95288,1667.2184
95289,1690.4419
95290,1731.589
95291,1878.6288
95292,2033.5936
95293,2033.5936
95294,2121.6975
95295,2121.6975
95296,2121.6975
95297,2121.6975
95298,2121.6975
95299,2084.0183
95300,2084.0183
95301,2084.0183
95302,2084.0183
95303,2092.8623
95304,1983.5867
95305,1874.4424
95306,1792.8508
95307,1484.7537
95308,1473.6615
95309,1473.6615
95310,1473.6615
95311,1489.1438
95312,1536.4775
95313,1510.9879
95314,1552.135
95315,1716.7065
95316,1871.6716
95317,1871.6716
95318,2161.5232
95319,2161.5232
95320,2161.5232
95321,2161.5232
95322,2161.5232
95323,2198.7852
95324,2198.7852
95325,2198.7852
95326,2198.7852
95327,2082.1567
95328,2017.9801
95329,1878.9363
95330,1875.7285
95331,1567.6313
95332,1556.5392
95333,1556.5392
95334,1556.5392
95335,1703.1978
95336,1835.0449
95337,1930.2921
95338,1971.4391
95339,2048.9182
95340,2203.8833
95341,2203.8833
95342,2433.1099
95343,2433.1099
95344,2433.1099
95345,2433.1099
95346,2433.1099
95347,2395.4307
95348,2395.4307
95349,2395.4307
95350,2395.4307
95351,2263.152
95352,2153.8762
95353,2048.0442
95354,1966.3298
95355,1658.2327
95356,1647.1405
95357,1647.1405
95358,1647.1405
95359,1793.7991
95360,1925.6462
95361,2020.8932
95362,2062.0403
95363,2139.5195
95364,2294.4846
95365,2294.4846
95366,2523.7112
95367,2523.7112
95368,2523.7112
95369,2523.7112
95370,2523.7112
95371,2486.032
95372,2486.032
95373,2486.032
95374,2486.032
95375,2353.7534
95376,2244.4775
95377,2048.0442
95378,1966.3298
95379,1658.2327
95380,1647.1405
95381,1647.1405
95382,1647.1405
95383,1793.7991
95384,1925.6462
95385,2020.8932
95386,2062.0403
95387,2139.5195
95388,2294.4846
95389,2294.4846
95390,2523.7112
95391,2523.7112
95392,2523.7112
95393,2523.7112
95394,2523.7112
95395,2486.032
95396,2486.032
95397,2486.032
95398,2486.032
95399,2353.7534
95400,2244.4775
95401,2048.0442
95402,1966.3298
95403,1658.2327
95404,1647.1405
95405,1647.1405
95406,1647.1405
95407,1793.7991
95408,1925.6462
95409,2020.8932
95410,2062.0403
95411,2139.5195
95412,2294.4846
95413,2294.4846
95414,2523.7112
95415,2523.7112
95416,2523.7112
95417,2523.7112
95418,2523.7112
95419,2486.032
95420,2486.032
95421,2486.032
95422,2486.032
95423,2353.7534
95424,2244.4775
95425,1998.9806
95426,1917.2662
95427,1609.1691
95428,1598.0769
95429,1598.0769
95430,1598.0769
95431,1744.7355
95432,1876.5826
95433,1971.8297
95434,2012.9767
95435,2090.4558
95436,2245.4211
95437,2213.919
95438,2443.1455
95439,2443.1455
95440,2443.1455
95441,2349.0708
95442,2349.0708
95443,2311.3916
95444,2311.3916
95445,2311.3916
95446,2311.3916
95447,2179.113
95448,2069.8372
95449,1933.5408
95450,1851.8262
95451,1543.7291
95452,1532.637
95453,1532.637
95454,1532.637
95455,1679.2955
95456,1667.2184
95457,1690.4419
95458,1731.589
95459,1878.6288
95460,2033.5936
95461,2033.5936
95462,2121.6975
95463,2121.6975
95464,2121.6975
95465,2121.6975
95466,2121.6975
95467,2084.0183
95468,2084.0183
95469,2084.0183
95470,2084.0183
95471,2092.8623
95472,1983.5867
95473,1874.4424
95474,1792.8508
95475,1484.7537
95476,1473.6615
95477,1473.6615
95478,1473.6615
95479,1489.1438
95480,1536.4775
95481,1510.9879
95482,1552.135
95483,1716.7065
95484,1871.6716
95485,1871.6716
95486,2161.5232
95487,2161.5232
95488,2161.5232
95489,2161.5232
95490,2161.5232
95491,2198.7852
95492,2198.7852
95493,2198.7852
95494,2198.7852
95495,2082.1567
95496,2017.9801
95497,1878.9363
95498,1875.7285
95499,1567.6313
95500,1556.5392
95501,1556.5392
95502,1556.5392
95503,1703.1978
95504,1835.0449
95505,1930.2921
95506,1971.4391
95507,2048.9182
95508,2203.8833
95509,2203.8833
95510,2433.1099
95511,2433.1099
95512,2433.1099
95513,2433.1099
95514,2433.1099
95515,2395.4307
95516,2395.4307
95517,2395.4307
95518,2395.4307
95519,2263.152
95520,2153.8762
95521,2048.0442
95522,1966.3298
95523,1658.2327
95524,1647.1405
95525,1647.1405
95526,1647.1405
95527,1793.7991
95528,1925.6462
95529,2020.8932
95530,2062.0403
95531,2139.5195
95532,2294.4846
95533,2294.4846
95534,2523.7112
95535,2523.7112
95536,2523.7112
95537,2523.7112
95538,2523.7112
95539,2486.032
95540,2486.032
95541,2486.032
95542,2486.032
95543,2353.7534
95544,2244.4775
95545,2048.0442
95546,1966.3298
95547,1658.2327
95548,1647.1405
95549,1647.1405
95550,1647.1405
95551,1793.7991
95552,1925.6462
95553,2020.8932
95554,2062.0403
95555,2139.5195
95556,2294.4846
95557,2294.4846
95558,2523.7112
95559,2523.7112
95560,2523.7112
95561,2523.7112
95562,2523.7112
95563,2486.032
95564,2486.032
95565,2486.032
95566,2486.032
95567,2353.7534
95568,2244.4775
95569,2048.0442
95570,1966.3298
95571,1658.2327
95572,1647.1405
95573,1647.1405
95574,1647.1405
95575,1793.7991
95576,1925.6462
95577,2020.8932
95578,2062.0403
95579,2139.5195
95580,2294.4846
95581,2294.4846
95582,2523.7112
95583,2523.7112
95584,2523.7112
95585,2523.7112
95586,2523.7112
95587,2486.032
95588,2486.032
95589,2486.032
95590,2486.032
95591,2353.7534
95592,2244.4775
95593,1998.9806
95594,1917.2662
95595,1609.1691
95596,1598.0769
95597,1598.0769
95598,1598.0769
95599,1744.7355
95600,1876.5826
95601,1971.8297
95602,2012.9767
95603,2090.4558
95604,2245.4211
95605,2213.919
95606,2443.1455
95607,2443.1455
95608,2443.1455
